"model_key","model_label","target","term","selected_n","selected_share","coefficient_mean","coefficient_sd","coefficient_min","coefficient_max"
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","reisen",1,0.0333333333333333,0.00247464165783443,NA,0.00247464165783443,0.00247464165783443
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","kommunikativ",1,0.0333333333333333,-0.00247139621953221,NA,-0.00247139621953221,-0.00247139621953221
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","information",1,0.0333333333333333,0.00124262567224757,NA,0.00124262567224757,0.00124262567224757
"qwen4B_topk64","Qwen 4B top_k=64","ethnicity","wiesbaden",1,0.0333333333333333,-0.000996718865779005,NA,-0.000996718865779005,-0.000996718865779005
"qwen4B_topk64","Qwen 4B top_k=64","gender","fachkraft",30,1,-0.20599543552505,0.020289551749577,-0.244330938075988,-0.156768665858827
"qwen4B_topk64","Qwen 4B top_k=64","gender","fachperson",30,1,-0.0949727962382309,0.0216760337633557,-0.129701203504655,-0.0347053863481215
"qwen4B_topk64","Qwen 4B top_k=64","gender","teammitglied",30,1,0.0834515584343876,0.0365201109848482,0.0230579230893649,0.176880879654507
"qwen4B_topk64","Qwen 4B top_k=64","gender","umfassen",29,0.966666666666667,0.0543635385215833,0.0270286912916852,0.00589335737780082,0.105953622337348
"qwen4B_topk64","Qwen 4B top_k=64","gender","prägen",25,0.833333333333333,0.0252879369725314,0.0227693305433513,2.1065027802889e-05,0.0871804746853341
"qwen4B_topk64","Qwen 4B top_k=64","gender","person",19,0.633333333333333,-0.0234762280876653,0.016564013700551,-0.0561574115959974,-0.00263390492737744
"qwen4B_topk64","Qwen 4B top_k=64","gender","motiviert",18,0.6,-0.0203939330734886,0.013957416423342,-0.0449706491683832,-0.00398383092356157
"qwen4B_topk64","Qwen 4B top_k=64","gender","technologisch",13,0.433333333333333,0.0203996616735959,0.0173826295738691,0.000300482913954971,0.0528520049351828
"qwen4B_topk64","Qwen 4B top_k=64","gender","reichen",11,0.366666666666667,0.0328725088671211,0.0247231907782382,0.00371898091392521,0.0764032302627252
"qwen4B_topk64","Qwen 4B top_k=64","gender","integrativ",10,0.333333333333333,-0.0171053478930946,0.013645670140752,-0.0417294717077616,-0.00304258878609784
"qwen4B_topk64","Qwen 4B top_k=64","gender","wobei",9,0.3,0.0231946910292438,0.0158413496965671,0.00212913233375306,0.0421776855660375
"qwen4B_topk64","Qwen 4B top_k=64","gender","kandidat",5,0.166666666666667,0.0305727258841317,0.0300398280221567,0.000110782145540746,0.0701442305348091
"qwen4B_topk64","Qwen 4B top_k=64","gender","einzigartig",3,0.1,-0.0175252997919244,0.0241898270864055,-0.0452800634999478,-0.000927154606780129
"qwen4B_topk64","Qwen 4B top_k=64","gender","wirtschaftsinformatik",3,0.1,0.0171435450150272,0.0146031390150051,0.00388332774609214,0.0327945542462778
"qwen4B_topk64","Qwen 4B top_k=64","gender","idealerweise",3,0.1,0.0147551793509282,0.0133065512088658,0.00167125683348442,0.02827371095204
"qwen4B_topk64","Qwen 4B top_k=64","gender","geben",3,0.1,0.0112077061859635,0.00773116233313422,0.00370380315285413,0.0191476704142398
"qwen4B_topk64","Qwen 4B top_k=64","gender","leidenschaftlich",3,0.1,-0.00506810543657265,0.00385443468691466,-0.00951060658237601,-0.00261275139756496
"qwen4B_topk64","Qwen 4B top_k=64","gender","leidenschaft",2,0.0666666666666667,-0.0376058649409733,0.0503203505034451,-0.0731877260136432,-0.0020240038683034
"qwen4B_topk64","Qwen 4B top_k=64","gender","branchenerfahrung",2,0.0666666666666667,0.0243789396793998,0.0306168296340219,0.00272957182674967,0.0460283075320499
"qwen4B_topk64","Qwen 4B top_k=64","gender","anpassungsfähig",2,0.0666666666666667,0.013446804688174,0.00333316434193931,0.0110899015791795,0.0158037077971684
"qwen4B_topk64","Qwen 4B top_k=64","gender","weiterentwicklung",2,0.0666666666666667,-0.00966728554400436,0.0120097918281784,-0.0181594907863481,-0.00117508030166064
"qwen4B_topk64","Qwen 4B top_k=64","gender","wodurch",2,0.0666666666666667,0.00514008878858323,0.000626791447199658,0.00469688030587862,0.00558329727128784
"qwen4B_topk64","Qwen 4B top_k=64","gender","kommunikationsagentur",2,0.0666666666666667,-0.00315513323142346,0.000126054780398817,-0.00324426742144445,-0.00306599904140248
"qwen4B_topk64","Qwen 4B top_k=64","gender","projektplanung",1,0.0333333333333333,-0.0332895739594502,NA,-0.0332895739594502,-0.0332895739594502
"qwen4B_topk64","Qwen 4B top_k=64","gender","musik",1,0.0333333333333333,0.0278525980474548,NA,0.0278525980474548,0.0278525980474548
"qwen4B_topk64","Qwen 4B top_k=64","gender","rolle",1,0.0333333333333333,-0.026470227357006,NA,-0.026470227357006,-0.026470227357006
"qwen4B_topk64","Qwen 4B top_k=64","gender","reisen",1,0.0333333333333333,0.0248386071920232,NA,0.0248386071920232,0.0248386071920232
"qwen4B_topk64","Qwen 4B top_k=64","gender","weiterbilden",1,0.0333333333333333,0.0237375109308916,NA,0.0237375109308916,0.0237375109308916
"qwen4B_topk64","Qwen 4B top_k=64","gender","unternehmenskultur",1,0.0333333333333333,-0.0200418008972846,NA,-0.0200418008972846,-0.0200418008972846
"qwen4B_topk64","Qwen 4B top_k=64","gender","internationals",1,0.0333333333333333,-0.0198166878830174,NA,-0.0198166878830174,-0.0198166878830174
"qwen4B_topk64","Qwen 4B top_k=64","gender","begleitung",1,0.0333333333333333,-0.0187065915965773,NA,-0.0187065915965773,-0.0187065915965773
"qwen4B_topk64","Qwen 4B top_k=64","gender","dank",1,0.0333333333333333,-0.0165463032322793,NA,-0.0165463032322793,-0.0165463032322793
"qwen4B_topk64","Qwen 4B top_k=64","gender","schnell",1,0.0333333333333333,0.0160847863316441,NA,0.0160847863316441,0.0160847863316441
"qwen4B_topk64","Qwen 4B top_k=64","gender","berufserfahren",1,0.0333333333333333,0.0143459024090396,NA,0.0143459024090396,0.0143459024090396
"qwen4B_topk64","Qwen 4B top_k=64","gender","teams",1,0.0333333333333333,0.0134515825741435,NA,0.0134515825741435,0.0134515825741435
"qwen4B_topk64","Qwen 4B top_k=64","gender","projektassistent",1,0.0333333333333333,-0.00742242743544166,NA,-0.00742242743544166,-0.00742242743544166
"qwen4B_topk64","Qwen 4B top_k=64","gender","viele",1,0.0333333333333333,-0.00653945915429683,NA,-0.00653945915429683,-0.00653945915429683
"qwen4B_topk64","Qwen 4B top_k=64","gender","sport",1,0.0333333333333333,0.00589120537137538,NA,0.00589120537137538,0.00589120537137538
"qwen4B_topk64","Qwen 4B top_k=64","gender","führungskompetenz",1,0.0333333333333333,0.00490696371749758,NA,0.00490696371749758,0.00490696371749758
"qwen4B_topk64","Qwen 4B top_k=64","gender","workshops",1,0.0333333333333333,-0.00488596014793452,NA,-0.00488596014793452,-0.00488596014793452
"qwen4B_topk64","Qwen 4B top_k=64","gender","schätzen",1,0.0333333333333333,0.00341970541432386,NA,0.00341970541432386,0.00341970541432386
"qwen4B_topk64","Qwen 4B top_k=64","gender","arbeitsweise",1,0.0333333333333333,0.000999882455633051,NA,0.000999882455633051,0.000999882455633051
"qwen4B_topk64","Qwen 4B top_k=64","gender","machine",1,0.0333333333333333,0.000822231113773527,NA,0.000822231113773527,0.000822231113773527
"qwen4B_topk64","Qwen 4B top_k=64","gender","abteilung",1,0.0333333333333333,-0.000379519557127229,NA,-0.000379519557127229,-0.000379519557127229
"qwen4B_topk64","Qwen 4B top_k=64","gender","programmierend",1,0.0333333333333333,-0.000316173537042334,NA,-0.000316173537042334,-0.000316173537042334
"qwen8B","Qwen 8B","ethnicity","kulturell",6,0.2,-3.80601102118697e-17,1.24305598491274e-17,-5.07436148453993e-17,-2.14945803290898e-17
"qwen8B","Qwen 8B","ethnicity","wertvoll",5,0.166666666666667,-0.0040085020393413,0.00896328304791357,-0.0200425101967063,-2.50235687458681e-17
"qwen8B","Qwen 8B","ethnicity","aktivität",3,0.1,-4.68985889563839e-17,2.23411755324152e-17,-7.25682377265623e-17,-3.18434102793081e-17
"qwen8B","Qwen 8B","ethnicity","anbieten",2,0.0666666666666667,-9.06651205190384e-17,5.28429078156277e-18,-9.4401678364443e-17,-8.69285626736338e-17
"qwen8B","Qwen 8B","ethnicity","austauschprojekt",2,0.0666666666666667,-3.2666814797735e-17,2.65736585610162e-19,-3.28547189394293e-17,-3.24789106560407e-17
"qwen8B","Qwen 8B","ethnicity","kaufmännisch",1,0.0333333333333333,1.46316101215187e-16,NA,1.46316101215187e-16,1.46316101215187e-16
"qwen8B","Qwen 8B","gender","fachkraft",30,1,-0.55440796338621,0.0630695242102102,-0.672553753159317,-0.395208902070238
"qwen8B","Qwen 8B","gender","sport",30,1,0.177908414285948,0.0420866808842942,0.105292864199247,0.260588880641631
"qwen8B","Qwen 8B","gender","ergebnisorientiert",30,1,0.129758173861223,0.0397308116621809,0.0311879245580092,0.200846573983768
"qwen8B","Qwen 8B","gender","neu",24,0.8,0.0205334844986427,0.0136251403165162,0.000469032534236907,0.0435139657586636
"qwen8B","Qwen 8B","gender","sozialpädagoge",18,0.6,0.0694614702869224,0.0386400274147526,0.00548879952449673,0.142348287606717
"qwen8B","Qwen 8B","gender","erprobt",18,0.6,-0.0498054872161867,0.0285621615746028,-0.112514468971446,-0.00282823699838425
"qwen8B","Qwen 8B","gender","pädagog",13,0.433333333333333,-0.0258671705256876,0.0187150721163778,-0.0677786321295394,-0.00217046854084001
"qwen8B","Qwen 8B","gender","vollzeit",13,0.433333333333333,0.0228048462226555,0.0166453865735673,0.000394524351030995,0.0533044375107591
"qwen8B","Qwen 8B","gender","marketingkauf-mann/-frau",12,0.4,-0.0248524275066002,0.0143512922027945,-0.0496913038906224,-0.00117379910216379
"qwen8B","Qwen 8B","gender","professionell",10,0.333333333333333,-0.0166897260935994,0.0114168265599776,-0.0407981705365295,-0.00180015459388611
"qwen8B","Qwen 8B","gender","spezialist",9,0.3,0.0200364863707589,0.0150537188669219,3.7373108822503e-05,0.0514508974113348
"qwen8B","Qwen 8B","gender","begrenzt",9,0.3,-0.0120388095436417,0.0108317602081475,-0.0334345226718694,-0.00255582125207768
"qwen8B","Qwen 8B","gender","komplex",8,0.266666666666667,0.00663898250145697,0.00506695893915407,0.00111421027508016,0.0148220125876718
"qwen8B","Qwen 8B","gender","ki",7,0.233333333333333,0.0167632711547078,0.0165662636397819,0.00227840004052612,0.0500738848863697
"qwen8B","Qwen 8B","gender","franzoesisch",6,0.2,0.0220491014963882,0.0147119823635766,0.00279667577236334,0.0384398574123999
"qwen8B","Qwen 8B","gender","zielorientieren",5,0.166666666666667,-0.0140308372011793,0.00734818622368131,-0.0248652802075035,-0.0062558271458316
"qwen8B","Qwen 8B","gender","ideal",4,0.133333333333333,0.0250679693449831,0.0314709928419755,0.00308526402388895,0.070796099620915
"qwen8B","Qwen 8B","gender","coach",4,0.133333333333333,0.0133314829954496,0.0121168214708445,0.00249764146704837,0.0304272408553827
"qwen8B","Qwen 8B","gender","vertriebsmanager",4,0.133333333333333,0.0090721259694078,0.00560842774383549,0.00421522913066358,0.016687494639428
"qwen8B","Qwen 8B","gender","vielzahl",3,0.1,0.0360293787962267,0.0234898896675589,0.0173953402313586,0.0624155038451133
"qwen8B","Qwen 8B","gender","treiber",3,0.1,-0.0303625180191827,0.0264744201307798,-0.0498701689071549,-0.000225278021060074
"qwen8B","Qwen 8B","gender","berufserfahren",3,0.1,0.00951701131732423,0.00471851528727389,0.00488076353184964,0.014313701604169
"qwen8B","Qwen 8B","gender","experte/-in",2,0.0666666666666667,0.0290520823062253,0.0204431171573627,0.0145966155356631,0.0435075490767875
"qwen8B","Qwen 8B","gender","communications",2,0.0666666666666667,-0.0191016233746792,0.00197686412959117,-0.0204994774061976,-0.0177037693431609
"qwen8B","Qwen 8B","gender","team",2,0.0666666666666667,0.00924710180741177,0.00578838178975144,0.0051540977917818,0.0133401058230417
"qwen8B","Qwen 8B","gender","wegbereiter",2,0.0666666666666667,-0.00817014024685003,0.00922969926683858,-0.0146965231867441,-0.00164375730695596
"qwen8B","Qwen 8B","gender","kulturwissenschaft",2,0.0666666666666667,-0.00756962171763202,0.00684078871092457,-0.0124067898037912,-0.00273245363147288
"qwen8B","Qwen 8B","gender","freiwilligenarbeit",2,0.0666666666666667,0.00332270726870459,0.00412475917520338,0.000406062085156845,0.00623935245225233
"qwen8B","Qwen 8B","gender","yoga",1,0.0333333333333333,-0.0665878324383698,NA,-0.0665878324383698,-0.0665878324383698
"qwen8B","Qwen 8B","gender","konferenz",1,0.0333333333333333,-0.0406267922119729,NA,-0.0406267922119729,-0.0406267922119729
"qwen8B","Qwen 8B","gender","assistenz",1,0.0333333333333333,-0.0354890875580255,NA,-0.0354890875580255,-0.0354890875580255
"qwen8B","Qwen 8B","gender","aufbauen",1,0.0333333333333333,0.0282223716256457,NA,0.0282223716256457,0.0282223716256457
"qwen8B","Qwen 8B","gender","sozialmanagement",1,0.0333333333333333,0.0272823010046794,NA,0.0272823010046794,0.0272823010046794
"qwen8B","Qwen 8B","gender","schule",1,0.0333333333333333,0.0246660247023579,NA,0.0246660247023579,0.0246660247023579
"qwen8B","Qwen 8B","gender","leidenschaftlich",1,0.0333333333333333,-0.019116345957063,NA,-0.019116345957063,-0.019116345957063
"qwen8B","Qwen 8B","gender","bereitschaft",1,0.0333333333333333,-0.0185246368850101,NA,-0.0185246368850101,-0.0185246368850101
"qwen8B","Qwen 8B","gender","design",1,0.0333333333333333,-0.0150482383035764,NA,-0.0150482383035764,-0.0150482383035764
"qwen8B","Qwen 8B","gender","verantwortungsbewusst",1,0.0333333333333333,-0.0134454316926317,NA,-0.0134454316926317,-0.0134454316926317
"qwen8B","Qwen 8B","gender","selbstorganisation",1,0.0333333333333333,-0.0111393711336493,NA,-0.0111393711336493,-0.0111393711336493
"qwen8B","Qwen 8B","gender","weiterentwicklung",1,0.0333333333333333,0.00988043495462106,NA,0.00988043495462106,0.00988043495462106
"qwen8B","Qwen 8B","gender","fachspezialist",1,0.0333333333333333,0.0097781314749085,NA,0.0097781314749085,0.0097781314749085
"qwen8B","Qwen 8B","gender","aufbau",1,0.0333333333333333,0.0085400792047598,NA,0.0085400792047598,0.0085400792047598
"qwen8B","Qwen 8B","gender","vertriebsprozesse",1,0.0333333333333333,0.00768251975685237,NA,0.00768251975685237,0.00768251975685237
"qwen8B","Qwen 8B","gender","personalplanung",1,0.0333333333333333,0.00745350989726104,NA,0.00745350989726104,0.00745350989726104
"qwen8B","Qwen 8B","gender","entscheidungsfindung",1,0.0333333333333333,-0.00466029259655483,NA,-0.00466029259655483,-0.00466029259655483
"qwen8B","Qwen 8B","gender","umfang",1,0.0333333333333333,-0.00387298465480931,NA,-0.00387298465480931,-0.00387298465480931
"qwen8B","Qwen 8B","gender","interagierend",1,0.0333333333333333,-0.00246197203693893,NA,-0.00246197203693893,-0.00246197203693893
"qwen8B","Qwen 8B","gender","global",1,0.0333333333333333,-0.0019625207526047,NA,-0.0019625207526047,-0.0019625207526047
"qwen8B","Qwen 8B","gender","skills",1,0.0333333333333333,-0.00162384555822288,NA,-0.00162384555822288,-0.00162384555822288
"qwen8B","Qwen 8B","gender","zielorientierung",1,0.0333333333333333,-0.00150700523886042,NA,-0.00150700523886042,-0.00150700523886042
"qwen8B","Qwen 8B","gender","verantwortlich",1,0.0333333333333333,0.00137630778412612,NA,0.00137630778412612,0.00137630778412612
"qwen8B","Qwen 8B","gender","aufbauorganisation",1,0.0333333333333333,0.000766926572966279,NA,0.000766926572966279,0.000766926572966279
"qwen8B","Qwen 8B","gender","gespannt",1,0.0333333333333333,-0.000565244517986503,NA,-0.000565244517986503,-0.000565244517986503
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","optimierung",7,0.233333333333333,0.00535590682652983,0.014170397508231,2.15356789605635e-17,0.0374913477857085
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","leiter",4,0.133333333333333,2.56863222148053e-17,6.66741996843181e-18,2.22125644678778e-17,3.5685960163683e-17
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","herren",2,0.0666666666666667,4.82340591689402e-17,2.27003943169934e-17,3.21824564117856e-17,6.42856619260949e-17
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","studierend",1,0.0333333333333333,0.022011861933524,NA,0.022011861933524,0.022011861933524
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","maß",1,0.0333333333333333,-0.0191804748501662,NA,-0.0191804748501662,-0.0191804748501662
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","mischung",1,0.0333333333333333,-0.0187797265122265,NA,-0.0187797265122265,-0.0187797265122265
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","engineering",1,0.0333333333333333,-0.00284579613355863,NA,-0.00284579613355863,-0.00284579613355863
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","ausgezeichnet",1,0.0333333333333333,-1.35384009392846e-16,NA,-1.35384009392846e-16,-1.35384009392846e-16
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","bestens",1,0.0333333333333333,-5.9402980639305e-17,NA,-5.9402980639305e-17,-5.9402980639305e-17
"qwen8B_topk64","Qwen 8B top_k=64","ethnicity","interessiert",1,0.0333333333333333,-2.96917433569951e-17,NA,-2.96917433569951e-17,-2.96917433569951e-17
"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkraft",30,1,-0.458807045150105,0.0434148853202572,-0.524670959743722,-0.329097596428801
"qwen8B_topk64","Qwen 8B top_k=64","gender","sport",28,0.933333333333333,0.0685894386987281,0.0352615927398139,0.00122311967813198,0.151971326121345
"qwen8B_topk64","Qwen 8B top_k=64","gender","fachspezialist",25,0.833333333333333,0.0818227176593688,0.0354885816518956,0.0253776961174941,0.134157264146764
"qwen8B_topk64","Qwen 8B top_k=64","gender","ergebnisorientiert",25,0.833333333333333,0.057370295749498,0.0308487056864136,0.00132261398588009,0.127258393090811
"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagoge",18,0.6,0.0482989379745768,0.0255691383215434,0.0038592007454171,0.100497281892933
"qwen8B_topk64","Qwen 8B top_k=64","gender","pädagog",17,0.566666666666667,-0.0454100690712873,0.0239142007321942,-0.0937127345289073,-0.00748885723458718
"qwen8B_topk64","Qwen 8B top_k=64","gender","erprobt",16,0.533333333333333,-0.0350841242251728,0.0269631468358303,-0.0960562128698459,-0.00143070132910376
"qwen8B_topk64","Qwen 8B top_k=64","gender","steuer",8,0.266666666666667,0.035712926204142,0.0232324537743904,0.00381083761388486,0.0781409887778777
"qwen8B_topk64","Qwen 8B top_k=64","gender","alt",8,0.266666666666667,0.0247242817214377,0.0266863628510193,0.00333984688311722,0.0701228577329501
"qwen8B_topk64","Qwen 8B top_k=64","gender","breit",8,0.266666666666667,0.0230219190768482,0.0217910166933244,0.000541472797887318,0.060713669507233
"qwen8B_topk64","Qwen 8B top_k=64","gender","einklang",8,0.266666666666667,0.0189405902906605,0.0166918731415997,0.00131814387906259,0.0443699232010465
"qwen8B_topk64","Qwen 8B top_k=64","gender","trainer",8,0.266666666666667,0.0154085266615406,0.012189995447416,0.00185282481135788,0.037800023194935
"qwen8B_topk64","Qwen 8B top_k=64","gender","project",7,0.233333333333333,-0.0231501017842823,0.0160508463299552,-0.0515308859858376,-0.00728079007631746
"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsexperte/-in",5,0.166666666666667,-0.00879814522262762,0.00985116761338387,-0.0247162112933027,-0.000941382059673811
"qwen8B_topk64","Qwen 8B top_k=64","gender","leidenschaft",4,0.133333333333333,-0.0218047279888602,0.0204598135100173,-0.0510306780078483,-0.00371873702307022
"qwen8B_topk64","Qwen 8B top_k=64","gender","interessiert",4,0.133333333333333,-0.0211644983820282,0.0284395952350873,-0.0632621649831386,-0.00164050011515036
"qwen8B_topk64","Qwen 8B top_k=64","gender","consultant",4,0.133333333333333,0.0163143634516926,0.0217582944810557,0.000486261483082996,0.048035172955103
"qwen8B_topk64","Qwen 8B top_k=64","gender","kundenorientierung",4,0.133333333333333,-0.0112222621741136,0.0080975705483523,-0.018085120850131,-0.000510368795840508
"qwen8B_topk64","Qwen 8B top_k=64","gender","ermöglichen",3,0.1,0.0438290299238622,0.00171528550338527,0.0419887732403807,0.0453834262391756
"qwen8B_topk64","Qwen 8B top_k=64","gender","prozeß",3,0.1,0.0276899467854542,0.0260782090094285,0.001213753558872,0.0533510615228144
"qwen8B_topk64","Qwen 8B top_k=64","gender","stärke",3,0.1,0.0255565661024896,0.00599388456286044,0.0208850357013268,0.0323149159473888
"qwen8B_topk64","Qwen 8B top_k=64","gender","lehrbeauftragter",3,0.1,0.023228847803506,0.0211394603560676,0.00124710860215433,0.0434109708773798
"qwen8B_topk64","Qwen 8B top_k=64","gender","initiativ",3,0.1,0.0225854376168717,0.0195177337540735,0.00324216820007849,0.0422730783704399
"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikator",3,0.1,-0.0105561332993441,0.0110501117264504,-0.0233152556261235,-0.00408401266995549
"qwen8B_topk64","Qwen 8B top_k=64","gender","fh",3,0.1,0.00862094660324856,0.00806382258392485,0.000744727923636619,0.0168601161784169
"qwen8B_topk64","Qwen 8B top_k=64","gender","zielgruppen",2,0.0666666666666667,-0.0285082726442592,0.00611642485054798,-0.0328332381326996,-0.0241833071558188
"qwen8B_topk64","Qwen 8B top_k=64","gender","professionell",2,0.0666666666666667,-0.00895173772723108,0.00758742044694384,-0.0143168541769785,-0.00358662127748362
"qwen8B_topk64","Qwen 8B top_k=64","gender","projektplanung",2,0.0666666666666667,-0.0064477943090121,0.000582057755582328,-0.00685937129502659,-0.00603621732299761
"qwen8B_topk64","Qwen 8B top_k=64","gender","kommunikationsprofessor",2,0.0666666666666667,0.00464658896126556,0.00400999409736777,0.00181109494249879,0.00748208298003234
"qwen8B_topk64","Qwen 8B top_k=64","gender","liefern",1,0.0333333333333333,-0.0501395040489769,NA,-0.0501395040489769,-0.0501395040489769
"qwen8B_topk64","Qwen 8B top_k=64","gender","etabliert",1,0.0333333333333333,0.0490244444535838,NA,0.0490244444535838,0.0490244444535838
"qwen8B_topk64","Qwen 8B top_k=64","gender","relevant",1,0.0333333333333333,0.0306065010557833,NA,0.0306065010557833,0.0306065010557833
"qwen8B_topk64","Qwen 8B top_k=64","gender","konzept",1,0.0333333333333333,-0.0294891285814125,NA,-0.0294891285814125,-0.0294891285814125
"qwen8B_topk64","Qwen 8B top_k=64","gender","eigeninitiative",1,0.0333333333333333,-0.0270265763808881,NA,-0.0270265763808881,-0.0270265763808881
"qwen8B_topk64","Qwen 8B top_k=64","gender","skill",1,0.0333333333333333,0.0267451753920139,NA,0.0267451753920139,0.0267451753920139
"qwen8B_topk64","Qwen 8B top_k=64","gender","art",1,0.0333333333333333,-0.0201997682720057,NA,-0.0201997682720057,-0.0201997682720057
"qwen8B_topk64","Qwen 8B top_k=64","gender","genau",1,0.0333333333333333,-0.0124276590564837,NA,-0.0124276590564837,-0.0124276590564837
"qwen8B_topk64","Qwen 8B top_k=64","gender","veranstaltung",1,0.0333333333333333,-0.0113798880471084,NA,-0.0113798880471084,-0.0113798880471084
"qwen8B_topk64","Qwen 8B top_k=64","gender","zertifizierung",1,0.0333333333333333,-0.00824579185353018,NA,-0.00824579185353018,-0.00824579185353018
"qwen8B_topk64","Qwen 8B top_k=64","gender","problem",1,0.0333333333333333,0.00798449994797552,NA,0.00798449994797552,0.00798449994797552
"qwen8B_topk64","Qwen 8B top_k=64","gender","unternehmen",1,0.0333333333333333,0.00711898306845179,NA,0.00711898306845179,0.00711898306845179
"qwen8B_topk64","Qwen 8B top_k=64","gender","sql",1,0.0333333333333333,0.00566069505445829,NA,0.00566069505445829,0.00566069505445829
"qwen8B_topk64","Qwen 8B top_k=64","gender","fachkompetenz",1,0.0333333333333333,0.00467565481545694,NA,0.00467565481545694,0.00467565481545694
"qwen8B_topk64","Qwen 8B top_k=64","gender","assistant",1,0.0333333333333333,-0.00319671273414875,NA,-0.00319671273414875,-0.00319671273414875
"qwen8B_topk64","Qwen 8B top_k=64","gender","marketingkampagnen",1,0.0333333333333333,-0.00300977857422892,NA,-0.00300977857422892,-0.00300977857422892
"qwen8B_topk64","Qwen 8B top_k=64","gender","beruflich",1,0.0333333333333333,0.00257760212655448,NA,0.00257760212655448,0.00257760212655448
"qwen8B_topk64","Qwen 8B top_k=64","gender","schreiben",1,0.0333333333333333,-0.00209924539337555,NA,-0.00209924539337555,-0.00209924539337555
"qwen8B_topk64","Qwen 8B top_k=64","gender","strategieberater",1,0.0333333333333333,0.00196405475959575,NA,0.00196405475959575,0.00196405475959575
"qwen8B_topk64","Qwen 8B top_k=64","gender","passionieren",1,0.0333333333333333,-0.00191208740680496,NA,-0.00191208740680496,-0.00191208740680496
"qwen8B_topk64","Qwen 8B top_k=64","gender","wertschätzung",1,0.0333333333333333,0.00179211742319979,NA,0.00179211742319979,0.00179211742319979
"qwen8B_topk64","Qwen 8B top_k=64","gender","suchen",1,0.0333333333333333,0.000669840296524417,NA,0.000669840296524417,0.000669840296524417
